Bandleader,Title,Date,AudioKey
Juan D'Arienzo,Bien Pulenta,1950-05-05,D'Arienzo Juan/1950-1954/D'Arienzo - Bien Pulenta - Echague - 1950.opus
Juan D'Arienzo,Canaro en París,1950-05-05,D'Arienzo Juan/1950-1954/D'Arienzo - Canaro En Paris - Instrumental - 1950.opus
Juan D'Arienzo,Canzoneta,1954-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Canzoneta - Laborde - 1954.opus
Juan D'Arienzo,Ché Existencialista,1954-09-01,D'Arienzo Juan/1950-1954/D'Arienzo - Che Existencialista - Echague - 1954.opus
Juan D'Arienzo,Ché Negrito,1953-09-18,D'Arienzo Juan/1950-1954/D'Arienzo - Che Negrito - Echague - 1953.opus
Juan D'Arienzo,Cruz Maidana,1950-05-05,D'Arienzo Juan/1950-1954/D'Arienzo - Cruz Maidana - Laborde - 1950.opus
Juan D'Arienzo,De Corazón a Corazón,1952-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - De Corazon A Corazon - Laborde - 1952.opus
Juan D'Arienzo,De Vuelta,1951-12-27,D'Arienzo Juan/1950-1954/D'Arienzo - De Vuelta - Echague - 1951.opus
Juan D'Arienzo,Desencanto,1950-12-27,D'Arienzo Juan/1950-1954/D'Arienzo - Desencanto - Lemos - 1950.opus
Juan D'Arienzo,Don Juan,1950-12-28,D'Arienzo Juan/1950-1954/D'Arienzo - Don Juan - Instrumental - 1950.opus
Juan D'Arienzo,Don Juan Mondiola,1950-09-28,D'Arienzo Juan/1950-1954/D'Arienzo - Don Juan Mondiola - Echague - 1950.opus
Juan D'Arienzo,Don Orlando,1954-11-02,D'Arienzo Juan/1950-1954/D'Arienzo - Don Orlando - Instrumental - 1954.opus
Juan D'Arienzo,Don Pacífico,1954-12-10,D'Arienzo Juan/1950-1954/D'Arienzo - Don Pacifico - Instrumental - 1954.opus
Juan D'Arienzo,Dos Guitas,1954-11-02,D'Arienzo Juan/1950-1954/D'Arienzo - Dos Guitas - Echague - 1954.opus
Juan D'Arienzo,El Agente de la Esquina,1952-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - El Agente De La Esquina - Laborde - 1952.opus
Juan D'Arienzo,El Choclo,1954-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - El Choclo - Instrumental - 1954.opus
Juan D'Arienzo,El Cisne,1950-05-15,D'Arienzo Juan/1950-1954/D'Arienzo - El Cisne - Instrumental - 1950.opus
Juan D'Arienzo,El Commandante,1952-11-12,D'Arienzo Juan/1950-1954/D'Arienzo - El Commandante - Laborde - 1952.opus
Juan D'Arienzo,El Curda,1953-09-18,D'Arienzo Juan/1950-1954/D'Arienzo - El Curda - Laborde - 1953.opus
Juan D'Arienzo,El Entrerriano,1954-04-29,D'Arienzo Juan/1950-1954/D'Arienzo - El Entrerriano - Instrumental - 1954.opus
Juan D'Arienzo,El Hipo,1951-12-19,D'Arienzo Juan/1950-1954/D'Arienzo - El Hipo - Echague - 1951.opus
Juan D'Arienzo,El Internado,1950-05-05,D'Arienzo Juan/1950-1954/D'Arienzo - El Internado - Instrumental - 1950.opus
Juan D'Arienzo,El Internado,1954-12-10,D'Arienzo Juan/1950-1954/D'Arienzo - El Internado - Instrumental - 1954.opus
Juan D'Arienzo,El Irresistible,1951-09-14,D'Arienzo Juan/1950-1954/D'Arienzo - El Irresistible - Instrumental - 1951.opus
Juan D'Arienzo,El Irresistible,1954-12-10,D'Arienzo Juan/1950-1954/D'Arienzo - El Irresistible - Instrumental - 1954.opus
Juan D'Arienzo,El Marne,1950-12-28,D'Arienzo Juan/1950-1954/D'Arienzo - El Marne - Instrumental - 1950.opus
Juan D'Arienzo,El Marne,1954-12-10,D'Arienzo Juan/1950-1954/D'Arienzo - El Marne - Instrumental - 1954.opus
Juan D'Arienzo,El Nene del Abasto,1951-09-12,D'Arienzo Juan/1950-1954/D'Arienzo - El Nene Del Abasto - Echague - 1951.opus
Juan D'Arienzo,El Pollo Ricardo,1952-11-12,D'Arienzo Juan/1950-1954/D'Arienzo - El Pollo Ricardo - Instrumental - 1952.opus
Juan D'Arienzo,El Puntazo,1952-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - El Puntazo - Instrumental - 1952.opus
Juan D'Arienzo,El Purrete,1953-09-18,D'Arienzo Juan/1950-1954/D'Arienzo - El Purrete - Laborde - 1953.opus
Juan D'Arienzo,El Romántico,1952-11-12,D'Arienzo Juan/1950-1954/D'Arienzo - El Romantico - Instrumental - 1952.opus
Juan D'Arienzo,El Simpático,1951-12-19,D'Arienzo Juan/1950-1954/D'Arienzo - El Simpatico - Instrumental - 1951.opus
Juan D'Arienzo,El Tarta,1954-11-10,D'Arienzo Juan/1950-1954/D'Arienzo - El Tarta - Echague - 1954.opus
Juan D'Arienzo,El Tigre Millán,1952-11-12,D'Arienzo Juan/1950-1954/D'Arienzo - El Tigre Millan - Echague - 1952.opus
Juan D'Arienzo,El Torito,1954-04-29,D'Arienzo Juan/1950-1954/D'Arienzo - El Torito - Instrumental - 1954.opus
Juan D'Arienzo,El Vino Triste,1954-09-01,D'Arienzo Juan/1950-1954/D'Arienzo - El Vino Triste - Laborde - 1954.opus
Juan D'Arienzo,Esta Noche Me Emborracho,1954-11-10,D'Arienzo Juan/1950-1954/D'Arienzo - Esta Noche Me Emborracho - Echague - 1954.opus
Juan D'Arienzo,Estás Conmigo,1952-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Estas Conmigo - Laborde - 1952.opus
Juan D'Arienzo,Este Carnaval,1951-09-14,D'Arienzo Juan/1950-1954/D'Arienzo - Este Carnaval - Echague - 1951.opus
Juan D'Arienzo,Fatal y Tanguera,1954-11-02,D'Arienzo Juan/1950-1954/D'Arienzo - Fatal Y Tanguera - Laborde - 1954.opus
Juan D'Arienzo,Felicia,1954-04-29,D'Arienzo Juan/1950-1954/D'Arienzo - Felicia - Instrumental - 1954.opus
Juan D'Arienzo,Florida,1952-11-12,D'Arienzo Juan/1950-1954/D'Arienzo - Florida - Instrumental - 1952.opus
Juan D'Arienzo,Ganzúa,1951-09-12,D'Arienzo Juan/1950-1954/D'Arienzo - Ganzua - Echague - 1951.opus
Juan D'Arienzo,Giusesepe el Crooner,1953-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Giusesepe El Crooner - Echague - 1953.opus
Juan D'Arienzo,Gladiolo,1953-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Gladiolo - Echague - 1953.opus
Juan D'Arienzo,Guapo y Querendón,1954-11-02,D'Arienzo Juan/1950-1954/D'Arienzo - Guapo Y Querendon - Laborde - 1954.opus
Juan D'Arienzo,Homero,1950-05-15,D'Arienzo Juan/1950-1954/D'Arienzo - Homero - Instrumental - 1950.opus
Juan D'Arienzo,Homero,1954-12-10,D'Arienzo Juan/1950-1954/D'Arienzo - Homero - Instrumental - 1954.opus
Juan D'Arienzo,Independencia,1953-12-28,D'Arienzo Juan/1950-1954/D'Arienzo - Independencia - Instrumental - 1953.opus
Juan D'Arienzo,Joaquina,1953-12-28,D'Arienzo Juan/1950-1954/D'Arienzo - Joaquina - Instrumental - 1953.opus
Juan D'Arienzo,La Bicoca,1950-12-28,D'Arienzo Juan/1950-1954/D'Arienzo - La Bicoca - Instrumental - 1950.opus
Juan D'Arienzo,La Cumparsita,1951-09-12,D'Arienzo Juan/1950-1954/D'Arienzo - La Cumparsita - Instrumental - 1951.opus
Juan D'Arienzo,La Parrillada,1950-05-15,D'Arienzo Juan/1950-1954/D'Arienzo - La Parrillada - Instrumental - 1950.opus
Juan D'Arienzo,La Payanca,1954-11-10,D'Arienzo Juan/1950-1954/D'Arienzo - La Payanca - Instrumental - 1954.opus
Juan D'Arienzo,La Puñalada,1951-09-12,D'Arienzo Juan/1950-1954/D'Arienzo - La Punalada - Instrumental - 1951.opus
Juan D'Arienzo,La Sonrisa de Mamá,1954-09-01,D'Arienzo Juan/1950-1954/D'Arienzo - La Sonrisa De Mama - Laborde - 1954.opus
Juan D'Arienzo,Luis Alberto,1952-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Luis Alberto - Instrumental - 1952.opus
Juan D'Arienzo,Me Llamo Como Me Llamo,1950-05-15,D'Arienzo Juan/1950-1954/D'Arienzo - Me Llamo Como Me Llamo - Laborde - 1950.opus
Juan D'Arienzo,Mi Parejero,1953-09-18,D'Arienzo Juan/1950-1954/D'Arienzo - Mi Parejero - Instrumental - 1953.opus
Juan D'Arienzo,Milonga Que Peina Canas,1952-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Milonga Que Peina Canas - Laborde - 1952.opus
Juan D'Arienzo,Mirando Al Cielo,1953-12-28,D'Arienzo Juan/1950-1954/D'Arienzo - Mirando Al Cielo - Laborde - 1953.opus
Juan D'Arienzo,Muchachos Arranquemos Para el Centro,1954-11-02,D'Arienzo Juan/1950-1954/D'Arienzo - Muchachos Arranquemos Para El Centro - Echague - 1954.opus
Juan D'Arienzo,Mucho Mucho,1953-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Mucho Mucho - Laborde - 1953.opus
Juan D'Arienzo,Necesito Tu Cariño,1953-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Necesito Tu Carino - Laborde - 1953.opus
Juan D'Arienzo,No Llores Madre,1951-12-19,D'Arienzo Juan/1950-1954/D'Arienzo - No Llores Madre - Lemos - 1951.opus
Juan D'Arienzo,No Te Vayas Mi Bien,1954-12-10,D'Arienzo Juan/1950-1954/D'Arienzo - No Te Vayas Mi Bien - Laborde - 1954.opus
Juan D'Arienzo,No Vas Más,1950-12-28,D'Arienzo Juan/1950-1954/D'Arienzo - No Vas Mas - Echague - 1950.opus
Juan D'Arienzo,N.P.,1951-12-19,D'Arienzo Juan/1950-1954/D'Arienzo - Np - Echague - 1951.opus
Juan D'Arienzo,Nueve de Julio,1950-05-15,D'Arienzo Juan/1950-1954/D'Arienzo - Nueve De Julio - Instrumental - 1950.opus
Juan D'Arienzo,Paciencia,1951-09-14,D'Arienzo Juan/1950-1954/D'Arienzo - Paciencia - Echague - 1951.opus
Juan D'Arienzo,Pampa,1951-09-14,D'Arienzo Juan/1950-1954/D'Arienzo - Pampa - Instrumental - 1951.opus
Juan D'Arienzo,Pampa,1954-12-10,D'Arienzo Juan/1950-1954/D'Arienzo - Pampa - Instrumental - 1954.opus
Juan D'Arienzo,Penumbras,1951-12-19,D'Arienzo Juan/1950-1954/D'Arienzo - Penumbras - Lemos - 1951.opus
Juan D'Arienzo,Pero Pobre de Ellos,1954-11-10,D'Arienzo Juan/1950-1954/D'Arienzo - Pero Pobre De Ellos - Echague - 1954.opus
Juan D'Arienzo,Piringundín,1953-09-18,D'Arienzo Juan/1950-1954/D'Arienzo - Piringundin - Echague - 1953.opus
Juan D'Arienzo,Pituca,1950-05-15,D'Arienzo Juan/1950-1954/D'Arienzo - Pituca - Echague - 1950.opus
Juan D'Arienzo,Precio,1950-09-28,D'Arienzo Juan/1950-1954/D'Arienzo - Precio - Lemos - 1950.opus
Juan D'Arienzo,Quisieran Verme Llorar,1950-12-27,D'Arienzo Juan/1950-1954/D'Arienzo - Quisieran Verme Llorar - Lemos - 1950.opus
Juan D'Arienzo,Sarampión,1952-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Sarampion - Echague - 1952.opus
Juan D'Arienzo,Se Acabaron los Guapos,1952-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Se Acabaron Los Guapos - Laborde - 1952.opus
Juan D'Arienzo,Se Pe Ño Po Ri Pi Ta Pa,1951-09-12,D'Arienzo Juan/1950-1954/D'Arienzo - Se Pe No Po Ri Pi Ta Pa - Echague - 1951.opus
Juan D'Arienzo,Sentimiento de Calavera,1954-09-01,D'Arienzo Juan/1950-1954/D'Arienzo - Sentimiento De Calavera - Echague - 1954.opus
Juan D'Arienzo,Siempre Tú en Mi Corazón,1952-11-12,D'Arienzo Juan/1950-1954/D'Arienzo - Siempre Tu En Mi Corazon - Laborde - 1952.opus
Juan D'Arienzo,Sígueme Si Puedes,1950-05-05,D'Arienzo Juan/1950-1954/D'Arienzo - Sigueme Si Puedes - Instrumental - 1950.opus
Juan D'Arienzo,Tango de la Media Noche,1953-12-28,D'Arienzo Juan/1950-1954/D'Arienzo - Tango De La Media Noche - Laborde - 1953.opus
Juan D'Arienzo,Te Odio y Te Quiero,1954-04-29,D'Arienzo Juan/1950-1954/D'Arienzo - Te Odio Y Te Quiero - Echague - 1954.opus
Juan D'Arienzo,Todo Varón,1951-12-27,D'Arienzo Juan/1950-1954/D'Arienzo - Todo Varon - Lemos - 1951.opus
Juan D'Arienzo,Tomá Estas Monedas,1953-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Toma Estas Monedas - Echague - 1953.opus
Juan D'Arienzo,Tristeza Criolla,1954-11-02,D'Arienzo Juan/1950-1954/D'Arienzo - Tristeza Criolla - Laborde - 1954.opus
Juan D'Arienzo,Tu Boca Mintió,1954-04-29,D'Arienzo Juan/1950-1954/D'Arienzo - Tu Boca Mintio - Laborde - 1954.opus
Juan D'Arienzo,Tu Boca Mintió,1951-09-14,D'Arienzo Juan/1950-1954/D'Arienzo - Tu Boca Mintio - Lemos - 1951.opus
Juan D'Arienzo,Tucumán,1950-09-28,D'Arienzo Juan/1950-1954/D'Arienzo - Tucuman - Instrumental - 1950.opus
Juan D'Arienzo,Un Alma Buena,1952-11-12,D'Arienzo Juan/1950-1954/D'Arienzo - Un Alma Buena - Laborde - 1952.opus
Juan D'Arienzo,Vas Muerto en la Parada,1953-09-18,D'Arienzo Juan/1950-1954/D'Arienzo - Vas Muerto En La Parada - Echague - 1953.opus
Juan D'Arienzo,Viejo Smoking,1952-11-12,D'Arienzo Juan/1950-1954/D'Arienzo - Viejo Smoking - Laborde - 1952.opus
Juan D'Arienzo,Viento Sur,1954-12-28,D'Arienzo Juan/1950-1954/D'Arienzo - Viento Sur - Instrumental - 1954.opus
Juan D'Arienzo,Viva Mi Tierra Argentina,1951-12-19,D'Arienzo Juan/1950-1954/D'Arienzo - Viva Mi Tierra Argentina - Echague - 1951.opus
Juan D'Arienzo,Y Siempre la Misma Historia,1952-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Y Siempre La Misma Historia - Echague - 1952.opus
Juan D'Arienzo,Y Suma y Sigue,1952-08-13,D'Arienzo Juan/1950-1954/D'Arienzo - Y Suma Y Sigue - Echague - 1952.opus
Juan D'Arienzo,Yapeyú,1951-12-27,D'Arienzo Juan/1950-1954/D'Arienzo - Yapeyu - Instrumental - 1951.opus
Juan D'Arienzo,Aclaremos,1956-08-23,D'Arienzo Juan/1955-1959/D'Arienzo - Aclaremos - Echague - 1956.opus
Juan D'Arienzo,Adiós Chantecler,1958-11-19,D'Arienzo Juan/1955-1959/D'Arienzo - Adios Chantecler - Valdez - 1958.opus
Juan D'Arienzo,Adiós Corazón,1958-06-12,D'Arienzo Juan/1955-1959/D'Arienzo - Adios Corazon - Valdez - 1958.opus
Juan D'Arienzo,Amar Para Qué,1959-11-19,D'Arienzo Juan/1955-1959/D'Arienzo - Amar Para Que - Valdez - 1959.opus
Juan D'Arienzo,Andate con Tu Mamá,1958-05-28,D'Arienzo Juan/1955-1959/D'Arienzo - Andate Con Tu Mama - Bustos - 1958.opus
Juan D'Arienzo,Andate Por Dios,1957-05-08,D'Arienzo Juan/1955-1959/D'Arienzo - Andate Por Dios - Valdez - 1957.opus
Juan D'Arienzo,Apasionadamente,1957-08-08,D'Arienzo Juan/1955-1959/D'Arienzo - Apasionadamente - Valdez - 1957.opus
Juan D'Arienzo,Avivate Pipistrelo,1955-12-22,D'Arienzo Juan/1955-1959/D'Arienzo - Avivate Pipistrelo - Echague - 1955.opus
Juan D'Arienzo,Ay Mimosa,1956-07-19,D'Arienzo Juan/1955-1959/D'Arienzo - Ay Mimosa - Laborde - 1956.opus
Juan D'Arienzo,Baldosa Floja,1958-07-03,D'Arienzo Juan/1955-1959/D'Arienzo - Baldosa Floja - Valdez y Bustos - 1958.opus
Juan D'Arienzo,Barrio Belgrano,1958-12-10,D'Arienzo Juan/1955-1959/D'Arienzo - Barrio Belgrano - Instrumental - 1958.opus
Juan D'Arienzo,Barrio de Guapos,1958-06-12,D'Arienzo Juan/1955-1959/D'Arienzo - Barrio De Guapos - Valdez - 1958.opus
Juan D'Arienzo,Bien Jaileife,1955-12-22,D'Arienzo Juan/1955-1959/D'Arienzo - Bien Jaileife - Echague - 1955.opus
Juan D'Arienzo,Bien Porteña,1957-06-13,D'Arienzo Juan/1955-1959/D'Arienzo - Bien Portena - Instrumental - 1957.opus
Juan D'Arienzo,Buenas Noches Mi Amor,1958-12-17,D'Arienzo Juan/1955-1959/D'Arienzo - Buenas Noches Mi Amor - Valdez - 1958.opus
Juan D'Arienzo,Bueno Derecho y Varón,1958-06-12,D'Arienzo Juan/1955-1959/D'Arienzo - Bueno Derecho y Varon - Bustos - 1958.opus
Juan D'Arienzo,Calla Bandoneón,1956-08-23,D'Arienzo Juan/1955-1959/D'Arienzo - Calla Bandoneon - Laborde - 1956.opus
Juan D'Arienzo,Cantemos Corazón,1956-08-23,D'Arienzo Juan/1955-1959/D'Arienzo - Cantemos Corazon - Laborde - 1956.opus
Juan D'Arienzo,Carpeta,1956-05-23,D'Arienzo Juan/1955-1959/D'Arienzo - Carpeta - Echague - 1956.opus
Juan D'Arienzo,Castigo y Pasión,1958-05-22,D'Arienzo Juan/1955-1959/D'Arienzo - Castigo Y Pasion - Valdez - 1958.opus
Juan D'Arienzo,Chamusquina,1956-05-17,D'Arienzo Juan/1955-1959/D'Arienzo - Chamusquina - Echague - 1956.opus
Juan D'Arienzo,Che Fulano,1958-11-12,D'Arienzo Juan/1955-1959/D'Arienzo - Che Fulano - Bustos - 1958.opus
Juan D'Arienzo,Chirusa,1958-10-29,D'Arienzo Juan/1955-1959/D'Arienzo - Chirusa - Valdez - 1958.opus
Juan D'Arienzo,Como una de Tantas,1955-06-10,D'Arienzo Juan/1955-1959/D'Arienzo - Como Una De Tantas - Echague - 1955.opus
Juan D'Arienzo,Con Alma de Tango,1959-10-29,D'Arienzo Juan/1955-1959/D'Arienzo - Con Alma De Tango - Instrumental - 1959.opus
Juan D'Arienzo,Criollo de Ley,1958-07-24,D'Arienzo Juan/1955-1959/D'Arienzo - Criollo De Ley - Instrumental - 1958.opus
Juan D'Arienzo,Criticona,1956-09-20,D'Arienzo Juan/1955-1959/D'Arienzo - Criticona - Echague - 1956.opus
Juan D'Arienzo,Dáme Mi Libertad,1959-10-15,D'Arienzo Juan/1955-1959/D'Arienzo - Dame Mi Libertad - Valdez - 1959.opus
Juan D'Arienzo,De Abolengo,1955-06-10,D'Arienzo Juan/1955-1959/D'Arienzo - De Abolengo - Echague - 1955.opus
Juan D'Arienzo,Destino de Flor,1957-06-29,D'Arienzo Juan/1955-1959/D'Arienzo - Destino De Flor - Valdez - 1957.opus
Juan D'Arienzo,Don Alejandro,1958-09-13,D'Arienzo Juan/1955-1959/D'Arienzo - Don Alejandro - Instrumental - 1958.opus
Juan D'Arienzo,Don Goyo,1957-07-19,D'Arienzo Juan/1955-1959/D'Arienzo - Don Goyo - Instrumental - 1957.opus
Juan D'Arienzo,El Chupete,1955-08-09,D'Arienzo Juan/1955-1959/D'Arienzo - El Chupete - Instrumental - 1955.opus
Juan D'Arienzo,El Embrollo,1958-07-10,D'Arienzo Juan/1955-1959/D'Arienzo - El Embrollo - Instrumental - 1958.opus
Juan D'Arienzo,El Reloj,1957-08-02,D'Arienzo Juan/1955-1959/D'Arienzo - El Reloj - Valdez - 1957.opus
Juan D'Arienzo,El Rezongón,1955-07-01,D'Arienzo Juan/1955-1959/D'Arienzo - El Rezongon - Instrumental - 1955.opus
Juan D'Arienzo,El Tango No Tiene Contra,1958-07-03,D'Arienzo Juan/1955-1959/D'Arienzo - El Tango No Tiene Contra - Bustos - 1958.opus
Juan D'Arienzo,El Tigre Millán,1958-12-10,D'Arienzo Juan/1955-1959/D'Arienzo - El Tigre Millan - Bustos - 1958.opus
Juan D'Arienzo,En el Cielo,1957-08-22,D'Arienzo Juan/1955-1959/D'Arienzo - En El Cielo - Valdez - 1957.opus
Juan D'Arienzo,En el Rosal,1957-08-08,D'Arienzo Juan/1955-1959/D'Arienzo - En El Rosal - Valdez - 1957.opus
Juan D'Arienzo,Eras Como la Flor,1955-12-22,D'Arienzo Juan/1955-1959/D'Arienzo - Eras Como La Flor - Laborde - 1955.opus
Juan D'Arienzo,Esta Vida Es Puro Grupo,1956-09-20,D'Arienzo Juan/1955-1959/D'Arienzo - Esta Vida Es Puro Grupo - Echague - 1956.opus
Juan D'Arienzo,Estas Cosas de la Vida,1957-08-15,D'Arienzo Juan/1955-1959/D'Arienzo - Estas Cosas De La Vida - Bustos - 1957.opus
Juan D'Arienzo,Feliz Navidad,1958-12-03,D'Arienzo Juan/1955-1959/D'Arienzo - Feliz Navidad - Valdez - 1958.opus
Juan D'Arienzo,Gerardo Matos Rodríguez,1958-10-29,D'Arienzo Juan/1955-1959/D'Arienzo - Gerardo Matos Rodriguez - Bustos - 1958.opus
Juan D'Arienzo,Guapo y Querendón,1955-07-01,D'Arienzo Juan/1955-1959/D'Arienzo - Guapo Y Querendon - Laborde - 1955.opus
Juan D'Arienzo,Hasta Siempre Amor,1958-12-23,D'Arienzo Juan/1955-1959/D'Arienzo - Hasta Siempre Amor - Valdez - 1958.opus
Juan D'Arienzo,Hoy Me Vas a Escuchar,1955-06-10,D'Arienzo Juan/1955-1959/D'Arienzo - Hoy Me Vas A Escuchar - Laborde - 1955.opus
Juan D'Arienzo,Igual Que Judas,1958-06-12,D'Arienzo Juan/1955-1959/D'Arienzo - Igual Que Judas - Valdez - 1958.opus
Juan D'Arienzo,Imperdonable,1957-08-29,D'Arienzo Juan/1955-1959/D'Arienzo - Imperdonable - Bustos - 1957.opus
Juan D'Arienzo,Judas,1959-11-12,D'Arienzo Juan/1955-1959/D'Arienzo - Judas - Bustos - 1959.opus
Juan D'Arienzo,Jueves,1955-06-10,D'Arienzo Juan/1955-1959/D'Arienzo - Jueves - Instrumental - 1955.opus
Juan D'Arienzo,Julie,1957-06-29,D'Arienzo Juan/1955-1959/D'Arienzo - Julie - Instrumental - 1957.opus
Juan D'Arienzo,Justo el Treinta y Uno,1958-12-17,D'Arienzo Juan/1955-1959/D'Arienzo - Justo El Treinta Y Uno - Bustos - 1958.opus
Juan D'Arienzo,Justo un Año,1958-11-12,D'Arienzo Juan/1955-1959/D'Arienzo - Justo Un Ano - Bustos - 1958.opus
Juan D'Arienzo,La Bruja,1959-10-15,D'Arienzo Juan/1955-1959/D'Arienzo - La Bruja - Bustos - 1959.opus
Juan D'Arienzo,La Calesita,1957-06-29,D'Arienzo Juan/1955-1959/D'Arienzo - La Calesita - Valdez - 1957.opus
Juan D'Arienzo,La Catrera,1955-08-09,D'Arienzo Juan/1955-1959/D'Arienzo - La Catrera - Instrumental - 1955.opus
Juan D'Arienzo,La Endiablada,1955-06-10,D'Arienzo Juan/1955-1959/D'Arienzo - La Endiablada - Instrumental - 1955.opus
Juan D'Arienzo,La Misma Canción,1957-08-08,D'Arienzo Juan/1955-1959/D'Arienzo - La Misma Cancion - Valdez - 1957.opus
Juan D'Arienzo,La Perfumada Flor,1959-11-26,D'Arienzo Juan/1955-1959/D'Arienzo - La Perfumada Flor - Valdez - 1959.opus
Juan D'Arienzo,La Sentada,1958-12-03,D'Arienzo Juan/1955-1959/D'Arienzo - La Sentada - Instrumental - 1958.opus
Juan D'Arienzo,La Tango,1956-05-17,D'Arienzo Juan/1955-1959/D'Arienzo - La Tango - Echague - 1956.opus
Juan D'Arienzo,Lástima,1958-06-19,D'Arienzo Juan/1955-1959/D'Arienzo - Lastima - Valdez - 1958.opus
Juan D'Arienzo,Llegando a Puerto,1957-05-08,D'Arienzo Juan/1955-1959/D'Arienzo - Llegando A Puerto - Bustos - 1957.opus
Juan D'Arienzo,Llore Por los Dos,1956-09-20,D'Arienzo Juan/1955-1959/D'Arienzo - Llore Por Los Dos - Laborde - 1956.opus
Juan D'Arienzo,Lloremos,1956-08-23,D'Arienzo Juan/1955-1959/D'Arienzo - Lloremos - Laborde - 1956.opus
Juan D'Arienzo,Loca,1955-12-22,D'Arienzo Juan/1955-1959/D'Arienzo - Loca - Instrumental - 1955.opus
Juan D'Arienzo,Mala Pasión,1955-06-24,D'Arienzo Juan/1955-1959/D'Arienzo - Mala Pasion - Laborde - 1955.opus
Juan D'Arienzo,Malas Mañas,1955-06-10,D'Arienzo Juan/1955-1959/D'Arienzo - Malas Manas - Echague - 1955.opus
Juan D'Arienzo,Mandría,1957-06-29,D'Arienzo Juan/1955-1959/D'Arienzo - Mandria - Bustos - 1957.opus
Juan D'Arienzo,Más Grande Que Nunca,1958-12-23,D'Arienzo Juan/1955-1959/D'Arienzo - Mas Grande Que Nunca - Instrumental - 1958.opus
Juan D'Arienzo,Matrimonio,1955-06-10,D'Arienzo Juan/1955-1959/D'Arienzo - Matrimonio - Echague - 1955.opus
Juan D'Arienzo,Me Quieres y Te Quiero,1956-05-17,D'Arienzo Juan/1955-1959/D'Arienzo - Me Quieres Y Te Quiero - Laborde - 1956.opus
Juan D'Arienzo,Mi Amor y Tu Amor,1957-08-29,D'Arienzo Juan/1955-1959/D'Arienzo - Mi Amor Y Tu Amor - Valdez - 1957.opus
Juan D'Arienzo,Moneda Sin Valor,1958-11-19,D'Arienzo Juan/1955-1959/D'Arienzo - Moneda Sin Valor - Valdez - 1958.opus
Juan D'Arienzo,Muchachita de París,1958-05-28,D'Arienzo Juan/1955-1959/D'Arienzo - Muchachita De Paris - Valdez - 1958.opus
Juan D'Arienzo,Muñeca Brava,1958-12-17,D'Arienzo Juan/1955-1959/D'Arienzo - Muneca Brava - Bustos - 1958.opus
Juan D'Arienzo,Nada Más,1958-07-10,D'Arienzo Juan/1955-1959/D'Arienzo - Nada Mas - Valdez - 1958.opus
Juan D'Arienzo,No Llores Por Favor,1958-09-11,D'Arienzo Juan/1955-1959/D'Arienzo - No Llores Por Favor - Valdez - 1958.opus
Juan D'Arienzo,No Me Extraña,1958-09-11,D'Arienzo Juan/1955-1959/D'Arienzo - No Me Extrana - Valdez - 1958.opus
Juan D'Arienzo,No No Me la Nombres,1958-12-10,D'Arienzo Juan/1955-1959/D'Arienzo - No No Me la Nombres - Bustos - 1958.opus
Juan D'Arienzo,No Te Quiero Más,1957-06-13,D'Arienzo Juan/1955-1959/D'Arienzo - No Te Quiero Mas - Bustos - 1957.opus
Juan D'Arienzo,No Tenemos Perdón,1958-06-12,D'Arienzo Juan/1955-1959/D'Arienzo - No Tenemos Perdon - Bustos - 1958.opus
Juan D'Arienzo,Nosotros,1958-06-19,D'Arienzo Juan/1955-1959/D'Arienzo - Nosotros - Bustos - 1958.opus
Juan D'Arienzo,Olga,1956-09-20,D'Arienzo Juan/1955-1959/D'Arienzo - Olga - Instrumental - 1956.opus
Juan D'Arienzo,Palabras Amargas,1956-05-17,D'Arienzo Juan/1955-1959/D'Arienzo - Palabras Amargas - Laborde - 1956.opus
Juan D'Arienzo,Pampeana,1956-09-20,D'Arienzo Juan/1955-1959/D'Arienzo - Pampeana - Instrumental - 1956.opus
Juan D'Arienzo,Papá,1958-05-22,D'Arienzo Juan/1955-1959/D'Arienzo - Papa - Bustos - 1958.opus
Juan D'Arienzo,Pasajera,1959-10-29,D'Arienzo Juan/1955-1959/D'Arienzo - Pasajera - Valdez - 1959.opus
Juan D'Arienzo,Pero Te Sigo Queriendo,1955-06-10,D'Arienzo Juan/1955-1959/D'Arienzo - Pero Te Sigo Queriendo - Laborde - 1955.opus
Juan D'Arienzo,Petitero,1956-07-19,D'Arienzo Juan/1955-1959/D'Arienzo - Petitero - Echague - 1956.opus
