Bandleader,Title,Date,AudioKey
Rodolfo Biagi,Cruz Diablo,1927-08-22,Biagi Rodolfo/1925-1929/Biagi - Cruz Diablo - Instrumental - 1927.opus
Rodolfo Biagi,Alma de Bohemio,1939-03-24,Biagi Rodolfo/1935-1939/Biagi - Alma De Bohemio - Ibanez - 1939.opus
Rodolfo Biagi,Campo Afuera,1939-04-27,Biagi Rodolfo/1935-1939/Biagi - Campo Afuera - Ibanez - 1939.opus
Rodolfo Biagi,Cielo,1939-09-18,Biagi Rodolfo/1935-1939/Biagi - Cielo - Falgas - 1939.opus
Rodolfo Biagi,Déjame Amarte Aunque Sea un Día,1939-09-22,Biagi Rodolfo/1935-1939/Biagi - Dejame Amarte Aunque Sea Un Dia - Falgas - 1939.opus
Rodolfo Biagi,Dichas Que Viví,1939-07-13,Biagi Rodolfo/1935-1939/Biagi - Dichas Que Vivi - Falgas - 1939.opus
Rodolfo Biagi,El Incendio,1938-08-15,Biagi Rodolfo/1935-1939/Biagi - El Incendio - Instrumental - 1938.opus
Rodolfo Biagi,El Rápido,1939-09-18,Biagi Rodolfo/1935-1939/Biagi - El Rapido - Instrumental - 1939.opus
Rodolfo Biagi,El Trece,1938-11-15,Biagi Rodolfo/1935-1939/Biagi - El Trece - Instrumental - 1938.opus
Rodolfo Biagi,Gólgota,1938-08-15,Biagi Rodolfo/1935-1939/Biagi - Golgota - Ibanez - 1938.opus
Rodolfo Biagi,Griseta,1939-10-26,Biagi Rodolfo/1935-1939/Biagi - Griseta - Falgas - 1939.opus
Rodolfo Biagi,La Maleva,1939-03-24,Biagi Rodolfo/1935-1939/Biagi - La Maleva - Instrumental - 1939.opus
Rodolfo Biagi,La Novena,1939-04-27,Biagi Rodolfo/1935-1939/Biagi - La Novena - Ibanez - 1939.opus
Rodolfo Biagi,Lejos de Ti,1938-12-02,Biagi Rodolfo/1935-1939/Biagi - Lejos De Ti - Ibanez - 1938.opus
Rodolfo Biagi,Loca de Amor,1938-11-15,Biagi Rodolfo/1935-1939/Biagi - Loca De Amor - Ibanez - 1938.opus
Rodolfo Biagi,Pura Clase,1939-07-13,Biagi Rodolfo/1935-1939/Biagi - Pura Clase - Instrumental - 1939.opus
Rodolfo Biagi,Queja Indiana,1939-10-26,Biagi Rodolfo/1935-1939/Biagi - Queja Indiana - Falgas - 1939.opus
Rodolfo Biagi,Son Cosas del Bandoneón,1939-09-22,Biagi Rodolfo/1935-1939/Biagi - Son Cosas Del Bandoneon - Falgas - 1939.opus
Rodolfo Biagi,Una Pena,1938-12-02,Biagi Rodolfo/1935-1939/Biagi - Una Pena - Ibanez - 1938.opus
Rodolfo Biagi,Unión Cívica,1938-10-17,Biagi Rodolfo/1935-1939/Biagi - Union Civica - Instrumental - 1938.opus
Rodolfo Biagi,Viejo Portón,1938-10-17,Biagi Rodolfo/1935-1939/Biagi - Viejo Porton - Ibanez - 1938.opus
Rodolfo Biagi,A la Luz del Candil,1943-03-03,Biagi Rodolfo/1940-1944/Biagi - A La Luz Del Candil - Acuna - 1943.opus
Rodolfo Biagi,A Mí No Me Interesa,1940-04-12,Biagi Rodolfo/1940-1944/Biagi - A Mi No Me Interesa - Falgas - 1940.opus
Rodolfo Biagi,A Suerte y Verdad,1944-08-11,Biagi Rodolfo/1940-1944/Biagi - A Suerte Y Verdad - Acuna - 1944.opus
Rodolfo Biagi,Adiós Te Vas,1943-08-24,Biagi Rodolfo/1940-1944/Biagi - Adios Te Vas - Acuna - 1943.opus
Rodolfo Biagi,Ahora No Me Conocés,1941-09-26,Biagi Rodolfo/1940-1944/Biagi - Ahora No Me Conoces - Ortiz - 1941.opus
Rodolfo Biagi,Amor y Vals,1942-05-22,Biagi Rodolfo/1940-1944/Biagi - Amor Y Vals - Lago - 1942.opus
Rodolfo Biagi,Arlette,1943-03-03,Biagi Rodolfo/1940-1944/Biagi - Arlette - Amor - 1943.opus
Rodolfo Biagi,Arrebato,1942-01-16,Biagi Rodolfo/1940-1944/Biagi - Arrebato - Lago - 1942.opus
Rodolfo Biagi,Barrio Reo,1943-04-29,Biagi Rodolfo/1940-1944/Biagi - Barrio Reo - Acuna - 1943.opus
Rodolfo Biagi,Bélgica,1942-01-20,Biagi Rodolfo/1940-1944/Biagi - Belgica - Instrumental - 1942.opus
Rodolfo Biagi,Calla Corazón,1942-04-15,Biagi Rodolfo/1940-1944/Biagi - Calla Corazon - Ortiz - 1942.opus
Rodolfo Biagi,Callecita de Mi Barrio,1940-10-04,Biagi Rodolfo/1940-1944/Biagi - Callecita De Mi Barrio - Ortiz - 1940.opus
Rodolfo Biagi,Canción de Rango,1943-04-29,Biagi Rodolfo/1940-1944/Biagi - Cancion De Rango - Acuna - 1943.opus
Rodolfo Biagi,Cantando Se Van las Penas,1940-06-28,Biagi Rodolfo/1940-1944/Biagi - Cantando Se Van Las Penas - Ortiz - 1940.opus
Rodolfo Biagi,Carrillón de la Mercéd,1941-09-26,Biagi Rodolfo/1940-1944/Biagi - Carrillon de la Merced - Ortiz - 1941.opus
Rodolfo Biagi,Catorce Primaveras,1942-08-28,Biagi Rodolfo/1940-1944/Biagi - Catorce Primaveras - Ortiz - 1942.opus
Rodolfo Biagi,Cicatrices,1940-03-27,Biagi Rodolfo/1940-1944/Biagi - Cicatrices - Falgas - 1940.opus
Rodolfo Biagi,Como el Hornero,1944-08-11,Biagi Rodolfo/1940-1944/Biagi - Como El Hornero - Amor - 1944.opus
Rodolfo Biagi,Cuatro Palabras,1941-07-29,Biagi Rodolfo/1940-1944/Biagi - Cuatro Palabras - Ortiz - 1941.opus
Rodolfo Biagi,Deja el Mundo Como Está,1940-03-14,Biagi Rodolfo/1940-1944/Biagi - Deja El Mundo Como Esta - Falgas - 1940.opus
Rodolfo Biagi,Didí,1941-10-21,Biagi Rodolfo/1940-1944/Biagi - Didi - Instrumental - 1941.opus
Rodolfo Biagi,El Entrerriano,1941-01-14,Biagi Rodolfo/1940-1944/Biagi - El Entrerriano - Instrumental - 1941.opus
Rodolfo Biagi,El Estribo,1940-04-12,Biagi Rodolfo/1940-1944/Biagi - El Estribo - Instrumental - 1940.opus
Rodolfo Biagi,El Último Adiós,1940-03-27,Biagi Rodolfo/1940-1944/Biagi - El Ultimo Adios - Falgas - 1940.opus
Rodolfo Biagi,El Yaguarón,1940-06-19,Biagi Rodolfo/1940-1944/Biagi - El Yaguaron - Instrumental - 1940.opus
Rodolfo Biagi,Guapo y Varón,1940-07-16,Biagi Rodolfo/1940-1944/Biagi - Guapo Y Varon - Ortiz - 1940.opus
Rodolfo Biagi,Humillación,1941-03-15,Biagi Rodolfo/1940-1944/Biagi - Humillacion - Ortiz - 1941.opus
Rodolfo Biagi,Indiferencia,1942-09-10,Biagi Rodolfo/1940-1944/Biagi - Indiferencia - Ortiz - 1942.opus
Rodolfo Biagi,La Chacarera,1940-03-14,Biagi Rodolfo/1940-1944/Biagi - La Chacarera - Falgas - 1940.opus
Rodolfo Biagi,La Cumparsita,1942-09-10,Biagi Rodolfo/1940-1944/Biagi - La Cumparsita - Instrumental - 1942.opus
Rodolfo Biagi,La Marca de Fuego,1940-12-17,Biagi Rodolfo/1940-1944/Biagi - La Marca De Fuego - Instrumental - 1940.opus
Rodolfo Biagi,La Marcha Nupcial,1941-03-26,Biagi Rodolfo/1940-1944/Biagi - La Marcha Nupcial - Ortiz - 1941.opus
Rodolfo Biagi,Lágrimas y Sonrisas,1941-03-26,Biagi Rodolfo/1940-1944/Biagi - Lagrimas Y Sonrisas - Instrumental - 1941.opus
Rodolfo Biagi,Lisón,1944-04-11,Biagi Rodolfo/1940-1944/Biagi - Lison - Amor - 1944.opus
Rodolfo Biagi,Lonjazos,1943-12-07,Biagi Rodolfo/1940-1944/Biagi - Lonjazos - Acuna - 1943.opus
Rodolfo Biagi,Marcas,1940-10-15,Biagi Rodolfo/1940-1944/Biagi - Marcas - Ortiz - 1940.opus
Rodolfo Biagi,Marcheta,1941-12-03,Biagi Rodolfo/1940-1944/Biagi - Marcheta - Instrumental - 1941.opus
Rodolfo Biagi,Metido,1942-05-22,Biagi Rodolfo/1940-1944/Biagi - Metido - Lago - 1942.opus
Rodolfo Biagi,Misa de Once,1940-10-15,Biagi Rodolfo/1940-1944/Biagi - Misa De Once - Ortiz - 1940.opus
Rodolfo Biagi,Nada,1944-05-09,Biagi Rodolfo/1940-1944/Biagi - Nada - Amor - 1944.opus
Rodolfo Biagi,No Le Digas Que la Quiero,1940-12-17,Biagi Rodolfo/1940-1944/Biagi - No Le Digas Que La Quiero - Ortiz - 1940.opus
Rodolfo Biagi,No Puede Ser,1941-12-03,Biagi Rodolfo/1940-1944/Biagi - No Puede Ser - Lago - 1941.opus
Rodolfo Biagi,Oyendo Tu Voz,1942-08-28,Biagi Rodolfo/1940-1944/Biagi - Oyendo Tu Voz - Ortiz - 1942.opus
Rodolfo Biagi,Pájaro Ciego,1941-01-14,Biagi Rodolfo/1940-1944/Biagi - Pajaro Ciego - Ortiz - 1941.opus
Rodolfo Biagi,Pájaro Herido,1941-10-07,Biagi Rodolfo/1940-1944/Biagi - Pajaro Herido - Instrumental - 1941.opus
Rodolfo Biagi,Picante,1941-10-21,Biagi Rodolfo/1940-1944/Biagi - Picante - Instrumental - 1941.opus
Rodolfo Biagi,Pinta Orillera,1940-06-28,Biagi Rodolfo/1940-1944/Biagi - Pinta Orillera - Ortiz - 1940.opus
Rodolfo Biagi,Por Algo Será,1943-03-03,Biagi Rodolfo/1940-1944/Biagi - Por Algo Sera - Amor - 1943.opus
Rodolfo Biagi,Por un Beso de Amor,1940-10-04,Biagi Rodolfo/1940-1944/Biagi - Por Un Beso De Amor - Ortiz - 1940.opus
Rodolfo Biagi,Prisionero,1943-08-24,Biagi Rodolfo/1940-1944/Biagi - Prisionero - Amor - 1943.opus
Rodolfo Biagi,Pueblito de Provincia,1943-01-15,Biagi Rodolfo/1940-1944/Biagi - Pueblito De Provincia - Ortiz - 1943.opus
Rodolfo Biagi,Quejas de Bandoneón,1941-10-07,Biagi Rodolfo/1940-1944/Biagi - Quejas De Bandoneon - Instrumental - 1941.opus
Rodolfo Biagi,Quiero Verte una Vez Más,1940-07-16,Biagi Rodolfo/1940-1944/Biagi - Quiero Verte Una Vez Mas - Ortiz - 1940.opus
Rodolfo Biagi,Re Fa Si,1940-12-26,Biagi Rodolfo/1940-1944/Biagi - Re FA Si - Instrumental - 1940.opus
Rodolfo Biagi,Romántico Bulincito,1941-03-26,Biagi Rodolfo/1940-1944/Biagi - Romantico Bulincito - Ortiz - 1941.opus
Rodolfo Biagi,Seamos Amigos,1944-09-15,Biagi Rodolfo/1940-1944/Biagi - Seamos Amigos - Amor - 1944.opus
Rodolfo Biagi,Señor Señor,1943-01-15,Biagi Rodolfo/1940-1944/Biagi - Senor Senor - Ortiz - 1943.opus
Rodolfo Biagi,Sentimiento Gaucho,1942-02-02,Biagi Rodolfo/1940-1944/Biagi - Sentimiento Gaucho - Instrumental - 1942.opus
Rodolfo Biagi,Será Lo Mejor,1941-03-15,Biagi Rodolfo/1940-1944/Biagi - Sera Lo Mejor - Ortiz - 1941.opus
Rodolfo Biagi,Si de Mí Te Has Olvidado,1942-10-29,Biagi Rodolfo/1940-1944/Biagi - Si De Mi Te Has Olvidado - Ortiz - 1942.opus
Rodolfo Biagi,Si la Llegaran a Ver,1943-12-07,Biagi Rodolfo/1940-1944/Biagi - Si La Llegaran A Ver - Amor - 1943.opus
Rodolfo Biagi,Sosiego en la Noche,1944-05-30,Biagi Rodolfo/1940-1944/Biagi - Sosiego En La Noche - Acuna - 1944.opus
Rodolfo Biagi,Soy del 90',1943-07-08,Biagi Rodolfo/1940-1944/Biagi - Soy Del 90' - Acuna - 1943.opus
Rodolfo Biagi,Sueño de Juventud,1944-04-11,Biagi Rodolfo/1940-1944/Biagi - Sueno De Juventud - Acuna - 1944.opus
Rodolfo Biagi,Te Odio,1942-02-02,Biagi Rodolfo/1940-1944/Biagi - Te Odio - Lago - 1942.opus
Rodolfo Biagi,Todo Te Nombra,1940-06-19,Biagi Rodolfo/1940-1944/Biagi - Todo Te Nombra - Ortiz - 1940.opus
Rodolfo Biagi,Tres Horas,1943-07-08,Biagi Rodolfo/1940-1944/Biagi - Tres Horas - Amor - 1943.opus
Rodolfo Biagi,Tu Voz,1944-05-09,Biagi Rodolfo/1940-1944/Biagi - Tu Voz - Acuna - 1944.opus
Rodolfo Biagi,Uno,1944-04-11,Biagi Rodolfo/1940-1944/Biagi - Uno - Acuna - 1944.opus
Rodolfo Biagi,Viento Malo,1944-09-15,Biagi Rodolfo/1940-1944/Biagi - Viento Malo - Amor - 1944.opus
Rodolfo Biagi,Ya Lo Ves,1941-07-29,Biagi Rodolfo/1940-1944/Biagi - Ya Lo Ves - Ortiz - 1941.opus
Rodolfo Biagi,Yo También,1940-12-26,Biagi Rodolfo/1940-1944/Biagi - Yo Tambien - Ortiz - 1940.opus
Rodolfo Biagi,Yo Tengo un Puñal,1943-03-03,Biagi Rodolfo/1940-1944/Biagi - Yo Tengo Un Punal - Acuna - 1943.opus
Rodolfo Biagi,Zaraza,1941-03-26,Biagi Rodolfo/1940-1944/Biagi - Zaraza - Ortiz - 1941.opus
Rodolfo Biagi,Adiós Pampa Mía,1946-01-31,Biagi Rodolfo/1945-1949/Biagi - Adios Pampa Mia - Amor - 1946.opus
Rodolfo Biagi,Anselmo Laguna,1945-10-15,Biagi Rodolfo/1945-1949/Biagi - Anselmo Laguna - Amor - 1945.opus
Rodolfo Biagi,Aroma de Amor,1946-01-18,Biagi Rodolfo/1945-1949/Biagi - Aroma De Amor - Amor - 1946.opus
Rodolfo Biagi,Café de los Angelitos,1945-06-15,Biagi Rodolfo/1945-1949/Biagi - Cafe De Los Angelitos - Amor - 1945.opus
Rodolfo Biagi,Camino del Tucumán,1946-05-23,Biagi Rodolfo/1945-1949/Biagi - Camino Del Tucuman - Amor - 1946.opus
Rodolfo Biagi,Con Mi Perro,1946-07-10,Biagi Rodolfo/1945-1949/Biagi - Con Mi Perro - Amor - 1946.opus
Rodolfo Biagi,Copas Amigas y Besos,1945-02-06,Biagi Rodolfo/1945-1949/Biagi - Copas Amigas Y Besos - Ortiz - 1945.opus
Rodolfo Biagi,Cuando Llora la Milonga,1946-11-22,Biagi Rodolfo/1945-1949/Biagi - Cuando Llora La Milonga - Amor - 1946.opus
Rodolfo Biagi,Cuando Se Ha Querido Mucho,1945-06-15,Biagi Rodolfo/1945-1949/Biagi - Cuando Se Ha Querido Mucho - Ortiz - 1945.opus
Rodolfo Biagi,Cuatro Lágrimas,1946-04-17,Biagi Rodolfo/1945-1949/Biagi - Cuatro Lagrimas - Amor - 1946.opus
Rodolfo Biagi,El Irresistible,1946-06-18,Biagi Rodolfo/1945-1949/Biagi - El Irresistible - Instrumental - 1946.opus
Rodolfo Biagi,Equipaje,1945-04-24,Biagi Rodolfo/1945-1949/Biagi - Equipaje - Ortiz - 1945.opus
Rodolfo Biagi,Esta Noche Me Emborracho,1946-12-30,Biagi Rodolfo/1945-1949/Biagi - Esta Noche Me Emborracho - Saavedra - 1946.opus
Rodolfo Biagi,Flor de Monserrat,1945-11-30,Biagi Rodolfo/1945-1949/Biagi - Flor De Monserrat - Amor - 1945.opus
Rodolfo Biagi,Gracias,1946-06-18,Biagi Rodolfo/1945-1949/Biagi - Gracias - Saavedra - 1946.opus
Rodolfo Biagi,Hoy Te Quiero Mucho Más,1945-11-30,Biagi Rodolfo/1945-1949/Biagi - Hoy Te Quiero Mucho Mas - Amor - 1945.opus
Rodolfo Biagi,La Huella,1946-08-16,Biagi Rodolfo/1945-1949/Biagi - La Huella - Instrumental - 1946.opus
Rodolfo Biagi,La Viruta,1948-07-22,Biagi Rodolfo/1945-1949/Biagi - La Viruta - Instrumental - 1948.opus
Rodolfo Biagi,Levanta Tu Corazón,1946-04-17,Biagi Rodolfo/1945-1949/Biagi - Levanta Tu Corazon - Amor - 1946.opus
Rodolfo Biagi,Lucienne,1946-07-10,Biagi Rodolfo/1945-1949/Biagi - Lucienne - Amor - 1946.opus
Rodolfo Biagi,Magdala,1945-01-24,Biagi Rodolfo/1945-1949/Biagi - Magdala - Ortiz - 1945.opus
Rodolfo Biagi,Mañana Por la Mañana,1946-12-30,Biagi Rodolfo/1945-1949/Biagi - Manana Por La Manana - Amor - 1946.opus
Rodolfo Biagi,Margot,1947-09-23,Biagi Rodolfo/1945-1949/Biagi - Margot - Saavedra - 1947.opus
Rodolfo Biagi,Marol,1946-01-31,Biagi Rodolfo/1945-1949/Biagi - Marol - Amor - 1946.opus
Rodolfo Biagi,Me Quedé Mirándola,1945-05-25,Biagi Rodolfo/1945-1949/Biagi - Me Quede Mirandola - Amor - 1945.opus
Rodolfo Biagi,Mientras Duerme la Ciudad,1946-05-23,Biagi Rodolfo/1945-1949/Biagi - Mientras Duerme La Ciudad - Saavedra - 1946.opus
Rodolfo Biagi,Mis Amores de Ayer,1945-09-06,Biagi Rodolfo/1945-1949/Biagi - Mis Amores De Ayer - Amor - 1945.opus
Rodolfo Biagi,Paloma,1945-02-06,Biagi Rodolfo/1945-1949/Biagi - Paloma - Amor - 1945.opus
Rodolfo Biagi,Por Eso Grito,1946-08-16,Biagi Rodolfo/1945-1949/Biagi - Por Eso Grito - Saavedra - 1946.opus
Rodolfo Biagi,Por la Güella,1948-07-22,Biagi Rodolfo/1945-1949/Biagi - Por la Guella - Saavedra - 1948.opus
Rodolfo Biagi,Pudo Ser una Vida,1946-01-18,Biagi Rodolfo/1945-1949/Biagi - Pudo Ser Una Vida - Amor - 1946.opus
Rodolfo Biagi,Sin Palabras,1946-11-22,Biagi Rodolfo/1945-1949/Biagi - Sin Palabras - Saavedra - 1946.opus
Rodolfo Biagi,Soledad la de Barracas,1945-09-06,Biagi Rodolfo/1945-1949/Biagi - Soledad La De Barracas - Ortiz - 1945.opus
Rodolfo Biagi,Trenzas,1945-04-25,Biagi Rodolfo/1945-1949/Biagi - Trenzas - Ortiz - 1945.opus
Rodolfo Biagi,Tu Melodía,1945-05-25,Biagi Rodolfo/1945-1949/Biagi - Tu Melodia - Ortiz - 1945.opus
Rodolfo Biagi,Tus Labios Me Dirán,1945-10-15,Biagi Rodolfo/1945-1949/Biagi - Tus Labios Me Diran - Amor - 1945.opus
Rodolfo Biagi,Y Dicen Que No Te Quiero,1947-09-23,Biagi Rodolfo/1945-1949/Biagi - Y Dicen Que No Te Quiero - Amor - 1947.opus
Rodolfo Biagi,Yuyo Verde,1945-01-24,Biagi Rodolfo/1945-1949/Biagi - Yuyo Verde - Ortiz - 1945.opus
Rodolfo Biagi,A la Gran Muñeca,1950-04-13,Biagi Rodolfo/1950-1954/Biagi - A La Gran Muneca - Instrumental - 1950.opus
Rodolfo Biagi,Adoración,1951-10-04,Biagi Rodolfo/1950-1954/Biagi - Adoracion - Duval y Heredia - 1951.opus
Rodolfo Biagi,Bailarina de Tango,1951-07-30,Biagi Rodolfo/1950-1954/Biagi - Bailarina De Tango - Duval - 1951.opus
Rodolfo Biagi,Caricias,1951-07-30,Biagi Rodolfo/1950-1954/Biagi - Caricias - Heredia - 1951.opus
Rodolfo Biagi,El Internado,1953-05-19,Biagi Rodolfo/1950-1954/Biagi - El Internado - Instrumental - 1953.opus
Rodolfo Biagi,El Recodo,1952-11-05,Biagi Rodolfo/1950-1954/Biagi - El Recodo - Instrumental - 1952.opus
Rodolfo Biagi,Estás Llorando,1953-12-12,Biagi Rodolfo/1950-1954/Biagi - Estas Llorando - Duval - 1953.opus
Rodolfo Biagi,La Copa del Olvido,1952-11-05,Biagi Rodolfo/1950-1954/Biagi - La Copa Del Olvido - Duval - 1952.opus
Rodolfo Biagi,Matala,1950-04-13,Biagi Rodolfo/1950-1954/Biagi - Matala - Heredia - 1950.opus
Rodolfo Biagi,Mi Pecadora,1953-12-12,Biagi Rodolfo/1950-1954/Biagi - Mi Pecadora - Duval - 1953.opus
Rodolfo Biagi,No Me Digas Que No,1954-12-29,Biagi Rodolfo/1950-1954/Biagi - No Me Digas Que No - Duval - 1954.opus
Rodolfo Biagi,Por Tener un Corazón,1951-10-04,Biagi Rodolfo/1950-1954/Biagi - Por Tener Un Corazon - Duval - 1951.opus
Rodolfo Biagi,Racing Club,1950-09-13,Biagi Rodolfo/1950-1954/Biagi - Racing Club - Instrumental - 1950.opus
Rodolfo Biagi,Sangre de Mi Sangre,1954-06-29,Biagi Rodolfo/1950-1954/Biagi - Sangre De Mi Sangre - Duval - 1954.opus
Rodolfo Biagi,Serenata Campera,1950-09-13,Biagi Rodolfo/1950-1954/Biagi - Serenata Campera - Duval - 1950.opus
Rodolfo Biagi,Y No Te Voy a Llorar,1954-12-29,Biagi Rodolfo/1950-1954/Biagi - Y No Te Voy A Llorar - Duval - 1954.opus
Rodolfo Biagi,Y Volvemos a Querernos,1953-05-19,Biagi Rodolfo/1950-1954/Biagi - Y Volvemos A Querernos - Heredia - 1953.opus
Rodolfo Biagi,Alguien,1956-03-24,Biagi Rodolfo/1955-1959/Biagi - Alguien - Duval - 1956.opus
Rodolfo Biagi,Amor Mío,1958-11-12,Biagi Rodolfo/1955-1959/Biagi - Amor Mio - Duval - 1958.opus
Rodolfo Biagi,Aquí en la Tierra,1958-09-09,Biagi Rodolfo/1955-1959/Biagi - Aqui En La Tierra - Duval - 1958.opus
Rodolfo Biagi,Como en un Cuento,1958-09-09,Biagi Rodolfo/1955-1959/Biagi - Como En Un Cuento - Duval - 1958.opus
Rodolfo Biagi,El Carrerito,1956-08-28,Biagi Rodolfo/1955-1959/Biagi - El Carrerito - Duval - 1956.opus
Rodolfo Biagi,En el Lago Azul,1959-03-06,Biagi Rodolfo/1955-1959/Biagi - En El Lago Azul - Duval - 1959.opus
Rodolfo Biagi,Espérame en el Cielo,1957-05-24,Biagi Rodolfo/1955-1959/Biagi - Esperame En El Cielo - Duval - 1957.opus
Rodolfo Biagi,La Canción,1959-09-16,Biagi Rodolfo/1955-1959/Biagi - La Cancion - Duval - 1959.opus
Rodolfo Biagi,Mi Alondra,1959-03-06,Biagi Rodolfo/1955-1959/Biagi - Mi Alondra - Duval - 1959.opus
Rodolfo Biagi,Mi Vida en Tus Manos,1957-01-09,Biagi Rodolfo/1955-1959/Biagi - Mi Vida En Tus Manos - Duval - 1957.opus
Rodolfo Biagi,Oh Mamá Mía,1959-09-16,Biagi Rodolfo/1955-1959/Biagi - Oh Mama Mia - Duval - 1959.opus
Rodolfo Biagi,Organito de la Tarde,1956-03-24,Biagi Rodolfo/1955-1959/Biagi - Organito De La Tarde - Instrumental - 1956.opus
Rodolfo Biagi,Ramona,1956-08-28,Biagi Rodolfo/1955-1959/Biagi - Ramona - Duval - 1956.opus
Rodolfo Biagi,Santa Milonguita,1955-04-11,Biagi Rodolfo/1955-1959/Biagi - Santa Milonguita - Duval - 1955.opus
Rodolfo Biagi,Solamente Dios y Yo,1957-05-24,Biagi Rodolfo/1955-1959/Biagi - Solamente Dios Y Yo - Duval - 1957.opus
Rodolfo Biagi,Soñemos,1957-01-09,Biagi Rodolfo/1955-1959/Biagi - Sonemos - Duval - 1957.opus
Rodolfo Biagi,Todo Es Amor,1958-11-12,Biagi Rodolfo/1955-1959/Biagi - Todo Es Amor - Duval - 1958.opus
Rodolfo Biagi,Triste Comedia,1955-04-11,Biagi Rodolfo/1955-1959/Biagi - Triste Comedia - Duval - 1955.opus
Rodolfo Biagi,Amor de Verano,1962,Biagi Rodolfo/1960-1964/Biagi - Amor De Verano - Duval - 1962.opus
Rodolfo Biagi,Andrajos,1961-08-07,Biagi Rodolfo/1960-1964/Biagi - Andrajos - Duval - 1961.opus
Rodolfo Biagi,Ayúdame,1960-07-20,Biagi Rodolfo/1960-1964/Biagi - Ayudame - Duval - 1960.opus
Rodolfo Biagi,Bar Exposición,1961-10-04,Biagi Rodolfo/1960-1964/Biagi - Bar Exposicion - Instrumental - 1961.opus
Rodolfo Biagi,Canaro,1962,Biagi Rodolfo/1960-1964/Biagi - Canaro - Instrumental - 1962.opus
Rodolfo Biagi,Canción Para un Cariño,1961-10-04,Biagi Rodolfo/1960-1964/Biagi - Cancion Para Un Carino - Duval - 1961.opus
Rodolfo Biagi,Con un Silbido en los Labios,1962,Biagi Rodolfo/1960-1964/Biagi - Con Un Silbido En Los Labios - Almagro - 1962.opus
Rodolfo Biagi,Duerme Mi Niña,1962,Biagi Rodolfo/1960-1964/Biagi - Duerme Mi Nina - Almagro - 1962.opus
Rodolfo Biagi,La Tablada,1962,Biagi Rodolfo/1960-1964/Biagi - La Tablada - Instrumental - 1962.opus
Rodolfo Biagi,Mariposita,1962,Biagi Rodolfo/1960-1964/Biagi - Mariposita - Duval - 1962.opus
Rodolfo Biagi,Milonga con Variaciónes,1962,Biagi Rodolfo/1960-1964/Biagi - Milonga Con Variaciones - Instrumental - 1962.opus
Rodolfo Biagi,Si No Estuvieras Tú,1962,Biagi Rodolfo/1960-1964/Biagi - Si No Estuvieras Tu - Almagro - 1962.opus
Rodolfo Biagi,Te Burlas Tristeza,1960-07-20,Biagi Rodolfo/1960-1964/Biagi - Te Burlas Tristeza - Duval - 1960.opus
Rodolfo Biagi,Venus,1961-08-07,Biagi Rodolfo/1960-1964/Biagi - Venus - Instrumental - 1961.opus
Rodolfo Biagi,Y a Mí Qué,1962,Biagi Rodolfo/1960-1964/Biagi - Y a Mi Que - Almagro - 1962.opus
Rodolfo Biagi,Arriba Jara,1966,Biagi Rodolfo/1965-1969/Biagi - Arriba Jara - Duval - 1966.opus
Rodolfo Biagi,Estrella,1966,Biagi Rodolfo/1965-1969/Biagi - Estrella - Duval - 1966.opus
Rodolfo Biagi,Palermo,1966,Biagi Rodolfo/1965-1969/Biagi - Palermo - Almagro - 1966.opus
Juan D'Arienzo,Acordate Lo Que Fuiste,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Acordate lo que Fuiste - Dante - 1928.opus
Juan D'Arienzo,Amor Pagano,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Amor pagano - Dante - 1928.opus
Juan D'Arienzo,Callejas Solo,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Callejas Solo - Dante - 1928.opus
Juan D'Arienzo,Chirusa,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Chirusa - Dante - 1928.opus
Juan D'Arienzo,Chorra,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Chorra - Dante - 1928.opus
Juan D'Arienzo,El Martillero,1928,D'Arienzo Juan/1925-1929/D'Arienzo - El Martillero - Instrumental - 1928.opus
Juan D'Arienzo,Engominado,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Engominado - Dante - 1928.opus
Juan D'Arienzo,Era un Rincón de Alegría,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Era un Rincon de alegria - Dante - 1928.opus
Juan D'Arienzo,Esta Noche Me Emborracho,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Esta noche me emborracho - Dante - 1928.opus
Juan D'Arienzo,Fueye Querido,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Fueye querido - Dante - 1928.opus
Juan D'Arienzo,Funyi Claro,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Funyi claro - Dante - 1928.opus
Juan D'Arienzo,Ilusiones,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Ilusiones - Dante - 1928.opus
Juan D'Arienzo,Juguete,1928,D'Arienzo Juan/1925-1929/D'Arienzo - Juguete - Dante - 1928.opus
Juan D'Arienzo,La Cumparsita,1928,D'Arienzo Juan/1925-1929/D'Arienzo - La Cumparsita - Dante - 1928.opus
Juan D'Arienzo,La Muchacha del Circo,1928,D'Arienzo Juan/1925-1929/D'Arienzo - La Muchacha del Circo - Dante - 1928.opus
